"","country","latitude","longitude","primary_fuel"
"29113","USA",37.1517,-93.388,"Coal"
"29114","USA",33.6497,-93.8119,"Coal"
"29115","USA",37.5669,-101.7511,"Oil"
"29120","USA",32.3994,-97.4078,"Gas"
"29126","USA",36.0278,-87.9861,"Gas"
"29132","USA",41.4946,-88.1238,"Gas"
"29133","USA",41.4931,-88.1153,"Gas"
"29134","USA",33.5239,-101.7392,"Gas"
"29137","USA",41.2515,-95.9227,"Oil"
"29138","USA",35.8486,-90.7254,"Gas"
"29139","USA",37.2094,-88.8589,"Coal"
"29144","USA",40.6631,-74,"Gas"
"29148","USA",40.9505,-102.2795,"Oil"
"29152","USA",40.5333,-78.3841,"Gas"
"29154","USA",37.4069,-122.0269,"Gas"
"29170","USA",37.7065,-122.1647,"Gas"
"29171","USA",33.7902,-118.2943,"Gas"
"29173","USA",21.3564,-158.1289,"Oil"
"29177","USA",40.4225,-91.7206,"Oil"
"29179","USA",20.8969,-156.4627,"Oil"
"29180","USA",37.9517,-121.7718,"Gas"
"29182","USA",33.851,-117.8453,"Gas"
"29183","USA",38.2548,-122.273,"Gas"
"29185","USA",37.6992,-121.8942,"Gas"
"29186","USA",56.963,-133.9226,"Oil"
"29187","USA",21.3021,-158.0963,"Oil"
"29191","USA",42.2813,-85.495,"Gas"
"29193","USA",44.6889,-85.2019,"Gas"
"29195","USA",33.2738,-82.4078,"Gas"
"29198","USA",19.7052,-155.0625,"Oil"
"29199","USA",39.2973,-94.6932,"Gas"
"29210","USA",60.8731,-162.5197,"Oil"
"29214","USA",44.2762,-88.2654,"Gas"
"29217","USA",39.0867,-94.6514,"Gas"
"29224","USA",36.3275,-119.2947,"Gas"
"29227","USA",19.7317,-156.0283,"Oil"
"29251","USA",37.3564,-121.8719,"Gas"
"29255","USA",32.7976,-88.606,"Gas"
"29259","USA",41.4797,-88.2581,"Gas"
"29260","USA",42.3633,-71.0792,"Gas"
"29261","USA",40.6781,-74.2744,"Gas"
"29263","USA",40.6417,-73.7778,"Gas"
"29265","USA",37.9631,-86.7911,"Coal"
"29267","USA",36.2338,-90.0521,"Gas"
"29275","USA",44.2718,-92.9848,"Oil"
"29281","USA",35.5165,-119.0401,"Gas"
"29282","USA",35.2956,-118.9183,"Gas"
"29285","USA",35.4515,-118.9849,"Gas"
"29286","USA",35.4406,-118.9617,"Gas"
"29295","USA",38.6955,-76.8278,"Gas"
"29296","USA",40.6604,-79.3411,"Coal"
"29300","USA",34.6831,-95.9349,"Gas"
"29301","USA",66.9739,-160.4286,"Oil"
"29308","USA",41.2382,-103.6667,"Oil"
"29310","USA",30.7377,-88.0498,"Gas"
"29311","USA",41.5583,-73.4136,"Gas"
"29314","USA",39.5906,-89.4964,"Coal"
"29316","USA",46.6497,-97.0095,"Oil"
"29318","USA",36.2248,-121.1246,"Gas"
"29319","USA",36.225,-121.1278,"Gas"
"29320","USA",55.0617,-162.3103,"Oil"
"29326","USA",35.8575,-97.9277,"Gas"
"29329","USA",37.3831,-98.0704,"Gas"
"29332","USA",39.2458,-120.0272,"Oil"
"29334","USA",35.2025,-81.3631,"Gas"
"29337","USA",40.6102,-73.92,"Gas"
"29340","USA",40.6593,-73.9338,"Oil"
"29341","USA",36.5397,-119.5794,"Gas"
"29345","USA",35.8992,-84.5194,"Coal"
"29348","USA",38.7619,-89.0128,"Gas"
"29359","USA",67.7266,-164.5384,"Oil"
"29360","USA",42.1739,-121.8106,"Gas"
"29361","USA",42.1727,-121.8144,"Gas"
"29363","USA",55.5532,-133.0854,"Oil"
"29365","USA",41.5532,-72.5969,"Gas"
"29372","USA",32.3766,-94.6415,"Gas"
"29374","USA",41.316,-93.061,"Oil"
"29376","USA",57.79,-152.397,"Oil"
"29384","USA",63.0322,-163.5531,"Oil"
"29385","USA",66.8378,-162.5569,"Oil"
"29387","USA",64.9321,-161.1671,"Oil"
"29392","USA",38.9144,-82.1289,"Coal"
"29393","USA",32.8197,-117.1405,"Gas"
"29394","USA",33.3556,-111.9353,"Gas"
"29395","USA",34.1845,-90.5627,"Gas"
"29396","USA",34.2831,-77.9853,"Gas"
"29406","USA",32.9781,-103.3239,"Gas"
"29408","USA",29.6911,-91.1928,"Gas"
"29410","USA",41.5694,-72.1175,"Oil"
"29412","USA",44.7956,-92.9119,"Gas"
"29413","USA",42.8555,-88.7299,"Gas"
"29414","USA",30.4106,-91.1814,"Gas"
"29416","USA",38.5317,-99.3083,"Oil"
"29417","USA",38.3481,-94.6456,"Coal"
"29418","USA",43.5722,-90.6391,"Oil"
"29421","USA",37.9876,-103.5468,"Oil"
"29422","USA",34.6161,-106.815,"Gas"
"29423","USA",35.2956,-119.5919,"Gas"
"29424","USA",40.0244,-92.4896,"Oil"
"29425","USA",42.3159,-92.1928,"Oil"
"29429","USA",30.3186,-91.2325,"Gas"
"29431","USA",38.5622,-90.8377,"Coal"
"29435","USA",41.4714,-75.5442,"Gas"
"29438","USA",38.0722,-77.5133,"Gas"
"29443","USA",40.9872,-111.8983,"Gas"
"29444","USA",35.6578,-89.3964,"Gas"
"29449","USA",44.415,-110.5739,"Oil"
"29453","USA",34.4341,-92.9049,"Gas"
"29455","USA",30.1966,-93.322,"Gas"
"29457","USA",44.1069,-94.2197,"Oil"
"29460","USA",42.2542,-87.8643,"Gas"
"29464","USA",32.8358,-96.5458,"Gas"
"29469","USA",43.4172,-93.5322,"Oil"
"29471","USA",34.1772,-118.3147,"Gas"
"29472","USA",43.4301,-95.3153,"Oil"
"29475","USA",44.3649,-97.3811,"Oil"
"29478","USA",39.7246,-94.8773,"Gas"
"29479","USA",41.872,-71.8958,"Gas"
"29480","USA",40.3317,-111.7542,"Gas"
"29484","USA",43.7984,-94.8415,"Gas"
"29485","USA",43.6742,-95.1706,"Oil"
"29490","USA",39.7573,-89.6005,"Oil"
"29499","USA",33.6308,-95.59,"Gas"
"29500","USA",38.2216,-121.8683,"Gas"
"29503","USA",40.622,-93.9326,"Oil"
"29515","USA",35.542,-80.6123,"Oil"
"29517","USA",43.72,-91.9777,"Oil"
"29524","USA",44.1203,-103.26,"Gas"
"29527","USA",43.9044,-116.8197,"Gas"
"29531","USA",43.3359,-91.1675,"Coal"
"29532","USA",42.7197,-84.5517,"Gas"
"29533","USA",30.2686,-85.7003,"Gas"
"29535","USA",42.1089,-104.8825,"Coal"
"29536","USA",27.5667,-99.5089,"Gas"
"29539","USA",32.567,-116.9442,"Gas"
"29540","USA",38.1762,-99.1,"Oil"
"29541","USA",28.0797,-81.9228,"Gas"
"29542","USA",38.0647,-103.2159,"Oil"
"29543","USA",36.2319,-115.1222,"Gas"
"29551","USA",26.0686,-80.1984,"Gas"
"29552","USA",42.4305,-97.0908,"Gas"
"29558","USA",42.8486,-94.8506,"Oil"
"29563","USA",36.7106,-99.8906,"Oil"
"29565","USA",38.8003,-86.4511,"Gas"
"29567","USA",39.0072,-95.2692,"Coal"
"29569","USA",39.0911,-84.8669,"Gas"
"29577","USA",41.5683,-72.2322,"Oil"
"29581","USA",41.0772,-74.0181,"Gas"
"29582","USA",35.3736,-78.0894,"Gas"
"29586","USA",41.8287,-89.4054,"Gas"
"29592","USA",47.2808,-101.3212,"Coal"
"29595","USA",58.3536,-134.4953,"Oil"
"29603","USA",40.88,-94.5589,"Oil"
"29607","USA",29.3525,-98.5761,"Gas"
"29612","USA",47.6785,-104.1566,"Coal"
"29613","USA",30.4356,-95.5214,"Gas"
"29618","USA",35.7736,-80.2594,"Oil"
"29619","USA",35.8309,-80.2422,"Oil"
"29621","USA",39.8614,-75.3358,"Gas"
"29627","USA",32.7047,-93.9597,"Gas"
"29628","USA",37.6439,-121.8842,"Gas"
"29629","USA",33.1372,-117.2869,"Gas"
"29635","USA",39.7475,-86.1831,"Oil"
"29636","USA",43.2481,-93.205,"Oil"
"29642","USA",31.4219,-96.2525,"Coal"
"29643","USA",39.2038,-103.7005,"Gas"
"29647","USA",39.0372,-98.153,"Oil"
"29649","USA",35.4317,-81.0347,"Gas"
"29651","USA",41.3933,-87.9436,"Gas"
"29657","USA",35.4774,-81.2623,"Oil"
"29662","USA",33.7886,-118.2294,"Gas"
"29663","USA",40.6322,-74.2156,"Gas"
"29669","USA",45.1282,-94.5352,"Oil"
"29679","USA",30.0051,-90.4617,"Gas"
"29688","USA",35.4837,-119.0298,"Gas"
"29692","USA",45.0304,-84.7308,"Gas"
"29703","USA",37.4131,-122.0281,"Gas"
"29704","USA",43.1619,-78.745,"Gas"
"29710","USA",38.1466,-121.3005,"Gas"
"29711","USA",38.0881,-121.3875,"Gas"
"29714","USA",41.7258,-111.8433,"Gas"
"29715","USA",39.7928,-75.4067,"Coal"
"29721","USA",34.0504,-117.2484,"Gas"
"29722","USA",41.4281,-96.4623,"Coal"
"29724","USA",32.9215,-94.7226,"Gas"
"29727","USA",47.7967,-103.5786,"Gas"
"29729","USA",33.7641,-118.2248,"Gas"
"29730","USA",35.3119,-81.1414,"Oil"
"29739","USA",39.7079,-79.959,"Coal"
"29748","USA",32.3505,-108.698,"Gas"
"29750","USA",43.2166,-86.2144,"Gas"
"29753","USA",33.7686,-118.2867,"Gas"
"29754","USA",37.425,-121.9319,"Gas"
"29756","USA",38.0301,-121.873,"Gas"
"29765","USA",35.6661,-119.7669,"Gas"
"29768","USA",44.5951,-71.4944,"Oil"
"29769","USA",30.1478,-97.2714,"Gas"
"29771","USA",41.3181,-91.0931,"Coal"
"29772","USA",38.1181,-78.2139,"Gas"
"29773","USA",30.4922,-91.1864,"Gas"
"29774","USA",30.4922,-91.1864,"Gas"
"29775","USA",30.0497,-90.6839,"Gas"
"29776","USA",32.5256,-92.6497,"Gas"
"29778","USA",37.777,-79.892,"Oil"
"29788","USA",40.8019,-75.1076,"Gas"
"29796","USA",41.8558,-87.8356,"Gas"
"29804","USA",32.2993,-107.7834,"Gas"
"29810","USA",43.6544,-96.2019,"Oil"
"29814","USA",41.9374,-96.4668,"Oil"
"29819","USA",42.3394,-71.0314,"Oil"
"29825","USA",38.9572,-92.3776,"Oil"
"29827","USA",34.2372,-116.0542,"Gas"
"29833","USA",37.2175,-88.8661,"Gas"
"29834","USA",40.7345,-73.8709,"Gas"
"29840","USA",39.2511,-91.6401,"Gas"
"29849","USA",43.0214,-87.9014,"Gas"
"29853","USA",44.953,-93.1057,"Oil"
"29856","USA",33.8119,-83.6953,"Gas"
"29857","USA",41.8527,-87.6185,"Oil"
"29858","USA",43.2664,-82.6192,"Gas"
"29859","USA",43.7411,-83.4472,"Coal"
"29867","USA",42.0019,-87.8522,"Gas"
"29868","USA",35.8514,-86.365,"Gas"
"29869","USA",38.9461,-92.3328,"Gas"
"29871","USA",20.8012,-156.493,"Oil"
"29879","USA",39.7378,-92.4689,"Oil"
"29880","USA",39.749,-92.3845,"Gas"
"29884","USA",32.7142,-103.3015,"Gas"
"29885","USA",44.0501,-94.4178,"Gas"
"29889","USA",39.4522,-84.4647,"Gas"
"29892","USA",41.8298,-97.4563,"Oil"
"29895","USA",26.3403,-98.19,"Gas"
"29897","USA",34.4297,-92.8317,"Gas"
"29898","USA",34.835,-89.2026,"Gas"
"29899","USA",34.1786,-118.3153,"Gas"
"29903","USA",35.5772,-81.2081,"Oil"
"29904","USA",40.6395,-73.9988,"Oil"
"29906","USA",43.7325,-83.4533,"Oil"
"29908","USA",44.8242,-68.7094,"Gas"
"29912","USA",31.0919,-96.695,"Coal"
"29913","USA",36.6697,-119.7404,"Gas"
"29914","USA",33.9986,-118.2219,"Gas"
"29915","USA",36.5531,-89.9682,"Oil"
"29924","USA",27.6058,-82.3456,"Oil"
"29929","USA",41.8167,-71.4042,"Gas"
"29930","USA",40.2171,-103.685,"Gas"
"29931","USA",34.8836,-99.5022,"Gas"
"29933","USA",45.955,-86.2563,"Oil"
"29936","USA",44.1988,-94.003,"Gas"
"29937","USA",41.9067,-95.0347,"Oil"
"29946","USA",45.2291,-94.0097,"Oil"
"29950","USA",42.0356,-90.665,"Gas"
"29951","USA",42.07,-90.66,"Oil"
"29952","USA",44.9783,-89.6328,"Oil"
"29953","USA",24.7108,-81.0927,"Oil"
"29956","USA",13.5129,144.872,"Oil"
"29957","USA",39.7169,-92.9458,"Oil"
"29958","USA",48.4708,-122.56,"Gas"
"29960","USA",39.807,-75.4216,"Gas"
"29970","USA",37.6197,-88.9531,"Coal"
"29972","USA",37.7892,-121.6019,"Gas"
"29982","USA",46.566,-87.4372,"Gas"
"29984","USA",41.9171,-87.7922,"Gas"
"29986","USA",40.8625,-74.825,"Gas"
"29988","USA",38.0169,-121.765,"Gas"
"29989","USA",38.5283,-77.7681,"Gas"
"29991","USA",61.8782,-162.0851,"Oil"
"29992","USA",39.3921,-87.6851,"Oil"
"29993","USA",42.2717,-84.9411,"Gas"
"29994","USA",44.4466,-95.7921,"Oil"
"29995","USA",39.1228,-93.2064,"Gas"
"29996","USA",35.5975,-80.9658,"Coal"
"29998","USA",37.0286,-88.3958,"Gas"
"30009","USA",42.0474,-92.8594,"Gas"
"30010","USA",42.0433,-92.8728,"Gas"
"30013","USA",44.6347,-90.1344,"Gas"
"30015","USA",27.0536,-80.5628,"Gas"
"30018","USA",38.8244,-104.8333,"Coal"
"30019","USA",32.2606,-94.5706,"Coal"
"30022","USA",38.0169,-122.1117,"Gas"
"30031","USA",42.361,-71.0939,"Gas"
"30035","USA",44.9503,-74.8928,"Gas"
"30037","USA",42.1575,-72.5225,"Gas"
"30041","USA",37.4057,-121.9494,"Gas"
"30043","USA",18.2194,-67.16,"Gas"
"30047","USA",36.5278,-78.8917,"Coal"
"30051","USA",37.2484,-93.1708,"Gas"
"30052","USA",35.2977,-97.5898,"Gas"
"30053","USA",33.5648,-92.7917,"Gas"
"30054","USA",38.6527,-121.3933,"Gas"
"30056","USA",37.6294,-120.9314,"Oil"
"30058","USA",40.2214,-100.6508,"Oil"
"30067","USA",62.957,-155.595,"Oil"
"30068","USA",34.2056,-119.2469,"Gas"
"30070","USA",43.0237,-91.1749,"Oil"
"30074","USA",32.3563,-81.1683,"Gas"
"30075","USA",31.2546,-88.0299,"Gas"
"30076","USA",32.3478,-81.1817,"Gas"
"30079","USA",39.1762,-75.5466,"Gas"
"30083","USA",35.3161,-119.6597,"Gas"
"30084","USA",35.3195,-119.662,"Gas"
"30085","USA",38.0947,-88.5413,"Oil"
"30087","USA",31.2136,-81.5462,"Oil"
"30088","USA",34.0556,-81.2172,"Gas"
"30089","USA",35.705,-85.7439,"Oil"
"30093","USA",38.3634,-97.6834,"Gas"
"30094","USA",38.3893,-97.6111,"Gas"
"30096","USA",31.4003,-86.4764,"Gas"
"30099","USA",44.5465,-70.5443,"Gas"
"30100","USA",37.2852,-100.3324,"Gas"
"30118","USA",42.3368,-71.1081,"Gas"
"30127","USA",45.675,-94.8153,"Oil"
"30128","USA",45.6764,-94.8019,"Oil"
"30130","USA",40.4578,-92.181,"Oil"
"30134","USA",38.4017,-90.3358,"Coal"
"30142","USA",40.6156,-74.2653,"Gas"
"30143","USA",40.6883,-73.6308,"Oil"
"30145","USA",32.5508,-88.6067,"Oil"
"30150","USA",43.0563,-92.6932,"Gas"
"30151","USA",39.0694,-87.5108,"Coal"
"30154","USA",43.1411,-71.4692,"Coal"
"30163","USA",33.345,-112.8642,"Gas"
"30164","USA",33.345,-112.8642,"Gas"
"30175","USA",37.2207,-121.7457,"Gas"
"30182","USA",39.1481,-91.8306,"Oil"
"30188","USA",39.1128,-84.8036,"Coal"
"30196","USA",41.7208,-86.9086,"Coal"
"30197","USA",43.9375,-86.425,"Gas"
"30200","USA",39.8119,-75.249,"Gas"
"30201","USA",37.3784,-121.9,"Gas"
"30202","USA",32.4856,-83.6039,"Gas"
"30203","USA",35.1946,-119.571,"Gas"
"30215","USA",41.5549,-72.5791,"Oil"
"30216","USA",39.4722,-84.4014,"Gas"
"30217","USA",39.465,-84.3478,"Gas"
"30218","USA",43.5861,-84.2242,"Gas"
"30219","USA",32.4302,-97.0537,"Gas"
"30220","USA",27.6417,-81.9625,"Gas"
"30221","USA",36.6541,-120.5797,"Gas"
"30226","USA",35.2269,-119.6294,"Gas"
"30229","USA",20.79,-156.9342,"Oil"
"30230","USA",38.6603,-90.1317,"Gas"
"30231","USA",41.8944,-76.5828,"Gas"
"30234","USA",46.4112,-105.7953,"Gas"
"30235","USA",43.3261,-95.1483,"Oil"
"30239","USA",42.1294,-71.5115,"Gas"
"30240","USA",41.2244,-73.0997,"Gas"
"30247","USA",38.0525,-85.9103,"Coal"
"30248","USA",35.1597,-81.4306,"Gas"
"30258","USA",37.1121,-113.5166,"Gas"
"30259","USA",42.1123,-72.0151,"Gas"
"30278","USA",47.0659,-101.2131,"Coal"
"30291","USA",39.1194,-97.7086,"Gas"
"30293","USA",44.7952,-93.581,"Gas"
"30297","USA",46.1388,-122.9855,"Gas"
"30304","USA",34.0053,-117.5604,"Gas"
"30305","USA",32.8769,-117.1664,"Gas"
"30308","USA",37.3863,-121.9624,"Gas"
"30310","USA",32.3133,-90.1797,"Gas"
"30312","USA",39.8297,-80.8153,"Coal"
"30316","USA",39.4244,-92.4837,"Oil"
"30317","USA",40.883,-97.6014,"Oil"
"30337","USA",41.51,-90.534,"Gas"
"30338","USA",34.1217,-117.9383,"Gas"
"30339","USA",40.3925,-79.8564,"Gas"
"30341","USA",42.3156,-89.0356,"Gas"
"30343","USA",41.8906,-83.3464,"Coal"
"30344","USA",39.6525,-91.7325,"Oil"
"30346","USA",43.1039,-77.6103,"Gas"
"30349","USA",34.9858,-80.506,"Gas"
"30350","USA",34.9733,-80.54,"Oil"
"30357","USA",29.8381,-94.9007,"Gas"
"30361","USA",31.8239,-106.2119,"Gas"
"30364","USA",40.8652,-74.1967,"Gas"
"30365","USA",40.8814,-73.8803,"Gas"
"30366","USA",40.8406,-73.8484,"Oil"
"30367","USA",40.9028,-73.8687,"Oil"
"30368","USA",41.091,-73.9182,"Oil"
"30369","USA",40.8804,-73.8791,"Oil"
"30370","USA",40.9126,-73.7878,"Oil"
"30371","USA",38.4214,-79.5914,"Oil"
"30375","USA",41.586,-92.5228,"Oil"
"30388","USA",41.5855,-84.5794,"Oil"
"30389","USA",40.6206,-85.3057,"Gas"
"30391","USA",41.4281,-72.1019,"Oil"
"30392","USA",39.7667,-84.1739,"Oil"
"30395","USA",36.4372,-99.2254,"Gas"
"30399","USA",46.4541,-92.7606,"Oil"
"30401","USA",41.8244,-88.3331,"Gas"
"30402","USA",45.8771,-93.2951,"Oil"
"30406","USA",38.5557,-92.1023,"Oil"
"30412","USA",32.3358,-100.9156,"Gas"
"30413","USA",34.6397,-87.0639,"Gas"
"30418","USA",35.7208,-81.6624,"Oil"
"30419","USA",35.729,-81.7481,"Oil"
"30421","USA",39.6397,-79.9606,"Coal"
"30422","USA",38.3592,-76.9767,"Coal"
"30429","USA",41.4119,-88.3328,"Gas"
"30432","USA",40.9692,-81.7756,"Gas"
"30438","USA",31.528,-89.3004,"Gas"
"30439","USA",40.2352,-75.6193,"Oil"
"30444","USA",29.8885,-93.951,"Gas"
"30447","USA",38.4681,-78.865,"Oil"
"30450","USA",40.1085,-76.4767,"Gas"
"30455","USA",40.6187,-73.943,"Oil"
"30456","USA",40.7327,-73.9816,"Oil"
"30457","USA",40.79,-73.9537,"Oil"
"30458","USA",40.6516,-73.6299,"Oil"
"30460","USA",40.1228,-77.1716,"Oil"
"30461","USA",32.7231,-96.9358,"Gas"
"30463","USA",36.3096,-82.3775,"Oil"
"30465","USA",43.9405,-94.9434,"Oil"
"30471","USA",62.0856,-163.7291,"Oil"
"30474","USA",38.9794,-81.9344,"Coal"
"30476","USA",34.0818,-117.2418,"Gas"
"30478","USA",41.1131,-76.1581,"Gas"
"30483","USA",40.9718,-91.5512,"Oil"
"30485","USA",39.2008,-79.2636,"Coal"
"30490","USA",40.9288,-73.898,"Oil"
"30495","USA",27.8489,-81.8775,"Gas"
"30498","USA",37.4908,-97.2216,"Oil"
"30500","USA",33.8247,-116.5106,"Gas"
"30501","USA",36.3858,-90.1867,"Oil"
"30502","USA",42.8129,-86.0335,"Gas"
"30509","USA",34.9944,-78.1583,"Oil"
"30513","USA",40.67,-111.89,"Gas"
"30514","USA",41.3917,-91.0569,"Coal"
"30516","USA",41.7906,-87.5828,"Gas"
"30520","USA",35.7614,-95.2873,"Gas"
"30521","USA",35.7322,-95.2939,"Gas"
"30524","USA",35.4699,-97.675,"Gas"
"30527","USA",32.9728,-102.7417,"Gas"
"30528","USA",32.9746,-102.7436,"Gas"
"30529","USA",33.7083,-78.9241,"Oil"
"30531","USA",42.3908,-71.0675,"Gas"
"30533","USA",40.0613,-74.1686,"Gas"
"30534","USA",40.0633,-74.1672,"Gas"
"30535","USA",29.9543,-93.8836,"Gas"
"30536","USA",29.5624,-95.0893,"Gas"
"30539","USA",42.0461,-93.5794,"Oil"
"30540","USA",35.7756,-78.6737,"Gas"
"30541","USA",35.784,-78.6747,"Gas"
"30542","USA",42.4137,-71.0022,"Gas"
"30548","USA",40.6565,-73.9428,"Gas"
"30549","USA",40.6568,-73.9467,"Gas"
"30550","USA",39,-77.0939,"Gas"
"30555","USA",38.5444,-76.6861,"Gas"
"30557","USA",32.7149,-117.1689,"Gas"
"30558","USA",42.2386,-89.1012,"Gas"
"30559","USA",42.2383,-89.1011,"Gas"
"30560","USA",32.6889,-92.0811,"Gas"
"30561","USA",68.138,-151.741,"Oil"
"30562","USA",70.4826,-157.4252,"Oil"
"30563","USA",70.1256,-143.619,"Oil"
"30564","USA",70.2206,-150.9935,"Oil"
"30565","USA",68.3484,-166.7372,"Oil"
"30566","USA",69.7408,-163.0058,"Oil"
"30567","USA",70.6429,-160.0205,"Oil"
"30571","USA",40.7644,-73.9539,"Oil"
"30572","USA",40.7754,-73.8309,"Oil"
"30573","USA",40.5855,-73.9656,"Oil"
"30574","USA",40.7396,-73.9761,"Oil"
"30575","USA",41.2867,-73.8888,"Oil"
"30576","USA",40.7103,-74.005,"Oil"
"30577","USA",40.9423,-73.8369,"Oil"
"30578","USA",40.7504,-73.8257,"Oil"
"30579","USA",40.7468,-73.9722,"Oil"
"30580","USA",40.734,-73.9828,"Oil"
"30581","USA",40.6467,-74.0211,"Oil"
"30585","USA",58.7304,-157.0072,"Oil"
"30586","USA",41.8009,-88.1972,"Gas"
"30589","USA",41.2583,-70.0517,"Oil"
"30591","USA",41.4079,-84.1095,"Oil"
"30592","USA",41.4079,-84.1095,"Gas"
"30597","USA",40.6486,-74.0208,"Gas"
"30604","USA",40.7264,-73.5892,"Gas"
"30611","USA",41.7581,-110.5983,"Coal"
"30619","USA",32.7261,-117.1464,"Gas"
"30620","USA",30.7917,-81.5333,"Oil"
"30621","USA",39.8902,-75.1855,"Gas"
"30624","USA",39.1681,-94.6975,"Coal"
"30625","USA",40.0614,-111.7294,"Gas"
"30626","USA",40.6214,-95.7764,"Coal"
"30627","USA",40.6806,-95.8475,"Gas"
"30628","USA",40.6661,-95.8683,"Gas"
"30631","USA",46.4094,-86.6443,"Coal"
"30632","USA",44.285,-105.3786,"Gas"
"30633","USA",44.2856,-105.3833,"Coal"
"30638","USA",41.7744,-89.6072,"Gas"
"30643","USA",37.8503,-94.3444,"Oil"
"30644","USA",36.3432,-114.9207,"Gas"
"30645","USA",36.2253,-114.8783,"Gas"
"30653","USA",40.9379,-80.369,"Gas"
"30655","USA",42.3224,-86.2937,"Gas"
"30660","USA",43.0689,-92.3201,"Gas"
"30662","USA",41.284,-72.9043,"Gas"
"30665","USA",40.4994,-84.3092,"Oil"
"30667","USA",43.8797,-90.1645,"Oil"
"30669","USA",36.5147,-89.5617,"Coal"
"30672","USA",32.1648,-106.4513,"Gas"
"30677","USA",44.5431,-93.5731,"Gas"
"30681","USA",30.7261,-91.3683,"Gas"
"30682","USA",59.4484,-157.3255,"Oil"
"30683","USA",44.3159,-94.4581,"Oil"
"30684","USA",40.6679,-73.9787,"Oil"
"30685","USA",40.8409,-73.9414,"Oil"
"30687","USA",40.7899,-73.9233,"Gas"
"30688","USA",34.0454,-117.5402,"Gas"
"30689","USA",42.561,-71.8488,"Gas"
"30690","USA",40.7197,-74.13,"Gas"
"30691","USA",40.7072,-74.1258,"Gas"
"30692","USA",46.352,-85.5064,"Oil"
"30697","USA",29.2639,-95.8997,"Gas"
"30699","USA",59.8991,-154.6987,"Oil"
"30700","USA",43.1,-70.7908,"Gas"
"30701","USA",31.9836,-106.4318,"Gas"
"30702","USA",40.014,-75.0528,"Gas"
"30707","USA",38.9361,-88.2781,"Coal"
"30717","USA",35.2834,-101.7464,"Gas"
"30723","USA",60.6765,-151.3777,"Gas"
"30724","USA",33.2388,-115.5045,"Gas"
"30725","USA",41.1669,-80.7477,"Oil"
"30729","USA",29.9472,-90.1458,"Gas"
"30731","USA",43.0386,-89.3586,"Gas"
"30737","USA",67.5709,-162.9657,"Oil"
"30747","USA",40.0969,-85.9714,"Gas"
"30748","USA",40.2877,-94.7913,"Gas"
"30752","USA",66.8345,-161.0387,"Oil"
"30756","USA",41.1117,-73.3928,"Oil"
"30762","USA",41.3164,-94.455,"Oil"
"30763","USA",40.7171,-73.9664,"Gas"
"30770","USA",45.5106,-92.979,"Oil"
"30775","USA",40.8804,-73.8812,"Oil"
"30776","USA",42.3064,-87.8519,"Gas"
"30780","USA",40.5988,-98.3886,"Gas"
"30793","USA",32.401,-111.1262,"Gas"
"30794","USA",41.5268,-72.0649,"Oil"
"30795","USA",35.2761,-119.5986,"Gas"
"30797","USA",41.9093,-89.0498,"Gas"
"30798","USA",41.3291,-95.9447,"Coal"
"30802","USA",64.7356,-147.3481,"Oil"
"30803","USA",33.5452,-80.9109,"Oil"
"30810","USA",40.8813,-117.1516,"Coal"
"30812","USA",40.6917,-75.4792,"Coal"
"30815","USA",42.45,-83.0381,"Gas"
"30816","USA",39.1228,-94.5606,"Oil"
"30817","USA",47.7351,-117.3705,"Gas"
"30818","USA",36.4317,-95.7008,"Gas"
"30819","USA",41.9811,-87.7192,"Gas"
"30826","USA",37.95,-76.711,"Oil"
"30827","USA",41.1968,-73.7257,"Oil"
"30831","USA",40.9236,-73.3423,"Gas"
"30832","USA",30.4172,-81.5525,"Coal"
"30833","USA",62.9617,-141.9372,"Oil"
"30834","USA",42.0678,-87.9935,"Gas"
"30838","USA",42.3096,-71.8052,"Gas"
"30839","USA",41.1109,-73.422,"Gas"
"30843","USA",41.5256,-72.0833,"Oil"
"30846","USA",39.4217,-76.5087,"Gas"
"30849","USA",36.6972,-77.105,"Oil"
"30860","USA",27.8194,-97.4192,"Gas"
"30863","USA",57.7316,-152.507,"Oil"
"30864","USA",39.6088,-84.2921,"Gas"
"30865","USA",29.3081,-98.3242,"Gas"
"30871","USA",40.7549,-73.9832,"Gas"
"30881","USA",33.9896,-117.6809,"Gas"
"30894","USA",41.4258,-70.6083,"Oil"
"30899","USA",31.1803,-96.4866,"Coal"
"30913","USA",29.812,-90.0084,"Gas"
"30920","USA",41.7053,-91.6033,"Gas"
"30924","USA",39.8217,-100.5289,"Oil"
"30925","USA",41.2836,-82.2194,"Gas"
"30929","USA",42.0097,-71.6689,"Gas"
"30930","USA",42.0099,-71.6701,"Gas"
"30938","USA",33.4225,-111.9122,"Gas"
"30941","USA",35.1094,-75.9797,"Oil"
"30943","USA",31.8403,-102.3264,"Gas"
"30946","USA",42.0372,-94.0462,"Oil"
"30948","USA",44.7258,-75.4417,"Gas"
"30952","USA",27.6342,-80.7911,"Gas"
"30955","USA",34.0825,-99.1753,"Coal"
"30960","USA",44.4533,-110.8347,"Oil"
"30969","USA",28.3661,-80.7947,"Gas"
"30971","USA",34.1764,-118.3147,"Gas"
"30972","USA",34.3262,-118.4448,"Gas"
"30974","USA",43.8264,-83.2383,"Oil"
"30983","USA",37.7454,-75.7205,"Oil"
